Diarienummer;Sîkbegrepp
M-1990-2172;KéNNUNGS 1:77 HELLVI
M-1990-2173;MAGNUSE 1:1 GOTHEM
M-1990-2174;BéCKS 1:36 ENDRE
M-1990-2175;MICKELS 1:32 VIII HABLINGBO
M-1990-2176;RONNARVE 1:7 ôJA
M-1990-2177;TJéNGDARVE 1:65 TRéKUMLA
M-1990-2178;TJéNGDARVE 1:65 TRéKUMLA
M-1990-2179;ROFINDS 1:6 HAMRA
M-1990-2181;SIGLAIVS 1:6 NéS
M-1990-2184;LèNGMYRE 1:16 HAMRA
M-1990-2185;KROKSTéDE 1:147 TOFTA
M-1990-2186;SMISSARVE 1:19 RONE
M-1990-2187;NORRGèRDS 1:3 ETELHEM
M-1990-2188;NORRGèRDS 1:1 ETELHEM
M-1990-2192;KéLDER 1:2 HAVDHEM
M-1990-2193;VéSTERGèRDA 1:10 M FL FIDE
M-1990-2194;GUTE 1:19 BéL
M-1990-2196;ODVALLS 2:1 STèNGA
M-1990-2197;HUGREIVS 2:1 GAMMELGARN
M-1990-2200;ERIKS 1:13 BRO
M-1990-2201;PETES 2:1 ôJA
M-1990-2202;MANGSARVE 2:1 NORRLANDA
M-1990-2204;NYGèRDS 1:238 VéSTERHEJDE
M-1990-2205;FRIGGES 1:21 NéR
M-1990-2206;ROMAKLOSTER 1:178 1:182 ROMA
M-1990-2207;GUTENVIKS 2:1 ôSTERGARN
M-1990-2208;MALMS 2:1 HELLVI
M-1990-2209;SUDERBYS 1:40 HEJDEBY
M-1990-2210;ALMUNGS L:A 1:13 HAVDHEM
M-1990-2211;INGVARDS 1:24 TRéKUMLA
M-1990-2212;KéNNUNGS 1:45 HELLVI
M-1990-2213;LIVSUNGS 1:12 II HAVDHEM
M-1990-2214;HUGREIF 2:1 GAMMELGARN
M-1990-2215;NORS 1:54 VéSKINDE
M-1990-2216;NORRVANGE 1:75 LéRBRO
M-1990-2217;PUTTERSJAUS 1:29 RUTE
M-1990-2218;MICKELS 2:1 NéR
M-1990-2219;BROUNGS 1:19 BUNGE
M-1990-2220;NYGèRDS 1:178 VéSTERHEJDE
M-1990-2222;ôSTERBY 1:220 OTHEM
M-1990-2227;STENSTUGU 3:1 VéSTERHEJDE
M-1990-2228;NYGèRDS 1:286 VéSTERHEJDE
M-1990-2229;MICKELS 1:11 VAMLINGBO
M-1990-2230;NYMANS 1:9 FRôJEL
M-1990-2235;BOTTARVE 1:43 FRôJEL
M-1990-2236;UTALSKOG 1:6 1:22 ALSKOG
M-1990-2240;SANDE 1:18 ôSTERGARN
M-1990-2241;LANSA 8:1 FèRô
M-1990-2243;RANGSTéDE 2:3 TOFTA
M-1990-2244;KROKS 1:196 TOFTA
M-1990-2245;GRAUSNE 1:89 STENKYRKA
M-1990-2246;LEVIDE 1:8 NéS
M-1990-2247;ôSTERUDD 11:1 NéS
M-1990-2248;SKèLS 1:49 NéS
M-1990-2250;GASMORA STORA 4:19 (ST. LOTT C
M-1990-2251;GASMORA STORA 4:18 )ST LOTT A)
M-1990-2252;GASMORA STORA 4:18 (ST LOTT B)
M-1990-2253;GRAUSNE 1:16 STENKYRKA
M-1990-2254;FéTTINGS 1:66 TOFTA
M-1990-2255;ROFINDS 1:4 HAMRA
M-1990-2256;LAUTER 1:124 FèRô
M-1990-2257;EKEBY 1:2 ESKELHEM
M-1990-2258;LAUTER 1:101 1:43 FèRô
M-1990-2259;KROKS 1:33 TOFTA
M-1990-2260;GRAUSNE 1:7 LOKRUME
M-1990-2261;ISUMS 1:19 ATLINGBO
M-1990-2262;ROES 1:37 GRôTLINGBO
M-1990-2263;BJERS 1:15 (DEL AV) VALLSTENA
M-1990-2264;NORRKVIE 1:35 GRôTLINGBO
M-1990-2265;PRéSTGèRDEN 1:1 (DEL AV) EKST
M-1990-2267;RANGSTéDE 3:22 TOFTA
M-1990-2268;RINGVIDA 4:1 FèRô
M-1990-2269;BJéRS STORA 1:38 1:39 STENKY
M-1990-2270;AUSTERS 1:6 FèRô
M-1990-2271;TOMASE 1:4 (UNDER AVST) ôSTER
M-1990-2272;VIBBLE 1:370 VéSTERHEJDE
M-1990-2273;SNéCKARVE 1:8 STENKUMLA
M-1990-2276;PRéSTGèRDEN 1:39 (LOTT R) VéS
M-1990-2277;VéSKINDS 2:21 (DEL AV) VéSKIN
M-1990-2278;BOTMUNDS 1:15 VéSTERHEJDE
M-1990-2280;TRéSKVéLDER 1:47 TINGSTéDE
M-1990-2281;KOPARVE 1:15 GRôTLINGBO
M-1990-2283;ODVALLS 7:1 FIDE
M-1990-2284;LIFFRIDE 1:8 ALSKOG
M-1990-2287;NORRGèRDE STORA 2:1 VéSKINDE
M-1990-2288;BUTERS 1:25 1:27 HOGRéN
M-1990-2289;BURGE 1:49 LUMMELUNDA
M-1990-2290;GLéSTéDE 1:6 LéRBRO
M-1990-2292;BOTTARVE 1:24 1:32 FRôJEL
M-1990-2293;éNGVARDS 1:4 VAMLINGBO
M-1990-2294;BROUNGS 1:1 STENKYRKA
M-1990-2297;URGUDE 1:8 SPROGE
M-1990-2300;KUSE 1:108 VéSTERHEJDE
M-1990-2301;LICKEDARVE 2:1 LéRBRO
M-1990-2302;NYGèRDS 1:5 KAMBS 1:5 HALLA
M-1990-2303;KROKS 1:56 TOFTA
M-1990-2305;VALLE STORA 1:60 RUTE
M-1990-2306;VALLE STORA 1:60 RUTE
M-1990-2307;VALLE STORA 1:61 RUTE
M-1990-2308;VALLE STORA 1:61 RUTE
M-1990-2309;BRO ANNEX 1:5 (DEL AV) BRO
M-1990-2310;VIVLINGS 1:22 HELLVI
M-1990-2311;AUSTERS 1:43 FèRô
M-1990-2312;RINGVIDE 1:40 STENKYRKA
M-1990-2318;KULLANDS 3:1 GERUM
M-1990-2319;SKOGBY 3:3 GAMMELGARN
M-1990-2320;KVARNE 1:17 ESKELHEM
M-1990-2321;BOTARVE 1:42 ôJA
M-1990-2325;MôJNER 2:1 BOGE
M-1990-2326;STORMS 1:31 VAMLINGBO
M-1990-2329;SUDERBYS 1:14 1:29 BODMUNDS 1
M-1990-2330;BJERS L:A STENKYRKA
M-1990-2331;SMISS 1:20 GERUM
M-1990-2333;MAJSTRE 1:19 SUNDRE
M-1990-2335;BJôRKHAGE 1:8 (DEL AV 1:1) DA
M-1990-2336;MôLNER 1:58 FèRô
M-1990-2337;SMISS 1:23 NéR
M-1990-2338;SMISS 1:23 NéR
M-1990-2340;NYGRANNE 1:29 FIDE
M-1990-2342;S:é 412 E ANNELUND VISBY
M-1990-2343;TJéNGDARVE 1:112 TRéKUMLA
M-1990-2344;LILLA KéLLSTéDE 1:19 LéRBRO
M-1990-2345;LILLA KLINTEGèRDA 1:42 M FL V
M-1990-2346;LILLA GèSEMORA 1:12 FèRô
M-1990-2347;NYGèRDS 1:285 VéSTERHEJDE
M-1990-2348;HAMMARS ST 2:19 LéRBRO
M-1990-2349;NORE 2:1 VAMLINGBO
M-1990-2350;ANNINGèKRE 1:18 M FL ALSKOG
M-1990-2351;SIGSARVE 5:13 VIKLAU
M-1990-2353;BUTVIER 3:2 SPROGE
M-1990-2355;MEDEBYS 6:1 FLERINGE
M-1990-2356;ANNEXEN 1:15 BRO
M-1990-2357;ANNEXEN 2:1 BRO
M-1990-2358;SIGRAJVS 1:16 VAMLINGBO
M-1990-2359;SUDERS 1:11 HAMRA
M-1990-2360;IRE 1:120 HANGVAR
M-1990-2364;BJôRKHAGE 1:1 (DEL AV) DALHEM
M-1990-2365;HAMNGèRDEN 1:1 NéR
M-1990-2368;ANSARVE 1:8 STENKUMLA
M-1990-2369;MICKELGèRDS L:A 1:64 VéSKINDE
M-1990-2374;STRANDS 10:1 KLINTE
M-1990-2375;BOTERS 1:37 ANGA
M-1990-2376;LYRUNGS 1:4 LYE
M-1990-2377;BRINGSARVE 1:22 ANGA
M-1990-2378;NORS 3:1 M FL VéSKINDE
M-1990-2379;KLINTEGèRDA STORA 7:1 M FL Vé
M-1990-2380;NORRBYS ANNEX 1:1 HEJDEBY
M-1990-2381;RANGSARVE 1:16 HEMSE
M-1990-2382;HEMMUNGS 1:64 ANGA
M-1990-2383;KRASSE 1:28 GULDRUPE
M-1990-2384;EKEBYS 1:40 STENKYRKA
M-1990-2386;BéCKS 1:15 ENDRE
M-1990-2387;ALMUNGS STORA 1:28 HAVDHEM
M-1990-2388;VIBBLE 1:197 VéSTERHEJDE
M-1990-2389;FLENVIKE 1:84 LéRBRO
M-1990-2391;GRINDS 1:27 VALLSTENA
M-1990-2392;GRINDS 1:27 (DEL AV) VALLSTEN
M-1990-2393;VIKE 1:26 BOGE
M-1990-2394;BJéRS STORA 1:38 1:39 STENKY
M-1990-2395;NYGèRDS 1:137 VéSTERHEJDE
M-1990-2396;IRE 1:35 HANGVAR
M-1990-2397;GUMBALDE 1:2 STèNGA
M-1990-2398;TéNGELGèRDA 1:29 LéRBRO
M-1990-2400;UGGèRDS 1:20 EKSTA
M-1990-2401;GUMBLADE 4:1 M FL STèNGA
M-1990-2403;ETELBOS 1:39 LUMMELUNDA
M-1990-2405;SNéCKARVE 1:22 STENKUMLA
M-1990-2406;KéLLSTéDE STORA 1:28 MFL LéRB
M-1990-2407;HAMMARS STORA 1:10 LéRBRO
M-1990-2408;HAMMARS STORA 1:10 LéRBRO
M-1990-2410;KLINTS 1:16 OTHEM
M-1990-2411;KLINTS 1:16 OTHEM
M-1990-2412;PRéSTGèRDEN 1:4 HôRSNE
M-1990-2413;PRéSTGèRDEN 1:4 HôRSNE
M-1990-2415;PRéSTGèRDEN 1:1 KRéKLINGBO
M-1990-2416;PRéSTGèRDEN 1:42 VéSKINDE
M-1990-2417;KROKSTéDE 1:310 TOFTA
M-1990-2418;SUDERS 1:11 HAMRA
M-1990-2419;GUFFRIDE 1:27 ALSKOG
M-1990-2420;GUFFRIDE 1:26 ALSKOG
M-1990-2421;IHRE 1:58 HANGVAR
M-1990-2422;NYGèRDS 1:352 VéSTERHEJDE
M-1990-2423;FALHAMMARS 1:28 ôSTERGARN
M-1990-2424;BURS 1:46 (DEL AV) KéLLUNGE
M-1990-2425;VéGUME STORA 1:47 LéRBRO
M-1990-2426;DAVIDE 1:19 (DEL AV) GAMMELGA
M-1990-2427;HéGDARVE 1:32 NéR
M-1990-2428;ALSARVE 3:1 ARDRE
M-1990-2429;BJéRS 1:18 (DEL AV) TOFTA
M-1990-2430;BéCKS 1:36 ENDRE
M-1990-2431;MôLNER 1:58 FèRô
M-1990-2437;NORRBYS 1:37 OTHEM
M-1990-2438;VéSTERBYS 1:47 ARDRE
M-1990-2439;MAJSTRE 1:19 SUNDRE
M-1990-2441;RINGS 2:1 HEJNUM
M-1990-2444;GERETE 1:7 FOLLINGBO
M-1990-2446;AUMUNDS 1:39 ROMA
M-1990-2451;ANDERSE 1:26 FIDE
M-1990-2452;MULDE 1:2 KLINTEHAMN
M-1990-2453;BONDARVE 1:17 GULDRUPE
M-1990-2454;BèTA 1:6 FèRô
M-1990-2455;FALHAMMARS 1:21 ôSTERGARN
M-1990-2456;SKOGBY 5:1 GAMMELGARN
M-1990-2457;VIBBLE 1:197 VéSTERHEJDE
M-1990-2458;VéGUME ST 1:47 LéRBRO
M-1990-2459;PUTTERSJAUS 1:29 RUTE
M-1990-2460;SPILLINGS 1:11 SLITE
M-1990-2461;ALLMUNGS L:A 1:13 HAVDHEM
M-1990-2462;HALLUTE 1:93 ARDRE
M-1990-2463;PUTTERSJAUS 1:29 AVSTYCKN RU
M-1990-2464;AMMOR 1:53 VéSTERGARN
M-1990-2465;KUE 1:22 TRéKUMLA
M-1990-2466;MOJNER 2:1 BOGE
M-1990-2467;ALLMUNGS L:A 1:13 AVST FR HAV
M-1990-2468;BURS 1:46 DEL AV KéLLUNGE
M-1990-2469;SIMUNDS 1:36 FèRô
M-1990-2471;NORRBYS 1:31 1:36 MARMORBROT
M-1990-2480;SNéCKERS 1:91 HANGVAR
M-1990-2481;SNéCKARVE 1:28 STENKUMLA
M-1990-2482;GASMORA STORA 4:18 LOTT A Fè
M-1990-2483;GASMORA STORA 4:18 LOTT C Fè
M-1990-2484;GASMORA STORA 4:18 LOTT B Fè
M-1990-2485;HALSARVE 1:2 NéR
M-1990-2486;NYGèRDS 1:213 VéSTERHEJDE
M-1990-2487;KLINTE 2:1 BOGE
M-1990-2488;KROKS 1:193 TOFTA
M-1990-2495;STENSTUGU 1:25 STèNGA
M-1990-2496;ALVARE 1:5 NéR
M-1990-2497;HALTARVE 2:1 NéR
M-1990-2498;FORSA 1:8 STENKUMLA
M-1990-2510;LILLA KLINTEGèRDA 1:42 M FL V
M-1990-2511;GERETE 1:7 FOLLINGBO
M-1990-2512;HALL 1:67 HALL
M-1990-2513;GERETE 1:30 RONE
M-1990-2514;BJERS 1:11 ENDRE
M-1990-2516;BONDANS 1:7 FèRô
M-1990-2517;KROKSTéDE 2:37 TOFTA
M-1990-2518;STENSTUGU 1:21 VéSTERHEJDE
M-1990-2519;KAUNGS 4:3 VéSKINDE
M-1990-2520;LèNGMYRA 1:16 HAMRA
M-1990-2521;LAUTERS 1:101 FèRô
M-1990-2522;KAMBS 1:5 HALLA
M-1990-2527;GERETE 1:7 FOLLINGBO
M-1990-2528;ôSTERBY 1:229 OTHEM
M-1990-2529;FRINDARVE 1:49 GARDA
M-1990-2530;S:T VéGUME 2:1 1:16 LéRBRO
M-1990-2531;ôDEHOBURGA 1:55 FèRô
M-1990-2532;BOTTARVE 1:16 VAMLINGBO
M-1990-2533;OLLAJVS 1:36 ALSKOG
M-1990-2535;KUSE 1:73 VéSTERHEJDE
M-1990-2536;MOJNER 2:1 (DEL AV) BOGE
M-1990-2537;GERETE 1:7 FOLLINGBO
M-1990-2538;LAUTERS 1:35 FèRô
M-1990-2539;STORA BLéSNUNGS 1:28 VéSKINDE
M-1990-2540;LASSOR 1:2 FèRô
M-1990-2542;ROBBENARVE 1:9 GARDA
M-1990-2543;NORRBYS 2:1 LéRBRO
M-1990-2544;FRIDE 1:46 LOJSTA
M-1990-2545;SMISS 2:1 SANDA
M-1990-2546;NYGèRDS 1:296 VéSTERHEJDE
M-1990-2547;NUNNESIKEN 1:2 (AVST FR) VéST
M-1990-2548;SKOGS 1:15 VéNGE
M-1990-2549;SKOGBY 5:1 GAMMELGARN
M-1990-2550;NUNNESIKEN 1:2 (AVST FR) VéST
M-1990-2551;BOTERS 1:35 (AVST FR) ANGA
M-1990-2552;SNéCKARVE 1:34 STENKUMLA
M-1990-2553;MICKELS 1:5 VAMLINGBO
M-1990-2554;RINGVIDE 1:51 VéSKINDE
M-1990-2555;TUMMUNGS 2:1 GOTHEM
M-1990-2556;BONDARVE 1:2 BURS
M-1990-2557;AMMOR 5:12 VéSTERGARN
M-1990-2558;NORRGèRDE 1:50 HELLVI
M-1990-2559;KLINTE 1:48 GRYNGE
M-1990-2560;STENGRINDA 1:106 HELLVI
M-1990-2561;SOLBACKA 1:1 (DEL AV) TOFTA
M-1990-2562;GYLE 1:21 ALA
M-1990-2563;GARTARVE 4:1 GAMMELGARN
M-1990-2566;NORRBYS 1:11 GANTHEM
M-1990-2570;LAUTERS 1:91 FèRô
M-1990-2577;NYGèRDS 1:265 VéSTERHEJDE
M-1990-2578;UNGHANSE 1:19 ôJA
M-1990-2579;GUFFRIDE 1:27 ALSKOG
M-1990-2580;GUFFRIDE 1:26 ALSKOG
M-1990-2581;NORRBYS 1:15 OTHEM
M-1990-2582;KUSE 1:73 VéSTERHEJDE
M-1990-2586;HALTARVE 1:2 VéTE
M-1990-2587;KROKSTéDE 1:310 TOFTA
M-1990-2588;KYRKBYS 1:59 HANGVAR
M-1990-2592;GARDRUNGS 1:45 STENKUMLA
M-1990-2594;NYGèRDS 1:141 VéSTERHEJDE
M-1990-2595;NYGèRDS 1:211 VéSTERHEJDE
M-1990-2596;ALANDS 1:6 HOGRéN
M-1990-2597;èKRE 1:30 SJONHEM
M-1990-2598;BROSKOG 1:5 FèRô
M-1990-2600;VARBOS STORA 1:9 SANDA
M-1990-2601;VALLE STORA 1:220 KLINTE
M-1990-2602;BOTVIDE 1:34 (DEL AV) SANDA
M-1990-2604;BOTMUNDS 1:30 VéSTERHEJDE
M-1990-2605;KAMBS 1:5 HALLA
M-1990-2611;NYSTUGU 1:118 BJéRS 1:12 TIN
M-1990-2612;WASSTORP 1:31 STèNGA
M-1990-2615;PRéSTGèRDEN 2:2 ROMA
M-1990-2616;HALLUTE 1:18 NéR
M-1990-2617;HéGUR 1:51 BUNGE
M-1990-2619;KRéMPLAUS 1:10 HEJDE
M-1990-2622;SKOGBY 3:3 GAMMELGARN
M-1990-2625;ROES 1:73 RONE
M-1990-2626;ROES 1:73 FRIGSARVE 2:1 RONE
M-1991-1;STORA HOBURGA 1:5 FèRô
M-1991-3;BURGE 1:24 HAVDHEM
M-1991-4;èLARVE 1:25 RONE
M-1991-6;KVIE 1:13 EKEBY
M-1991-7;DIGERèKRA 1:28 BARLINGBO
M-1991-8;KéLLGèRDS 1:36 STENKUMLA
M-1991-10;HELLVIGS ST 1:31 FOLE
M-1991-11;éNGES 1:44 BURS
M-1991-14;KRONHAGEN 3:5 FèRôSUND
M-1991-18;MOJNER 2:1 D A BOGE
M-1991-19;KLINTEGèRDA L:A 1:40 VéSKINDE
M-1991-20;SNéCKARVE 2:1 STENKUMLA
M-1991-21;NORE 1:48 VAMLINGBO
M-1991-23;GôSTAVS 1:19 FRôJEL
M-1991-24;STELOR 1:21 VéSKINDE
M-1991-25;RAGNSARVE 1:29 NéS
M-1991-26;PRéSTGèRDEN 1:13 EKSTA
M-1991-27;RANGSARVE 1:3 ALSKOG
M-1991-28;HAVOR ST 1:29 HABLINGBO
M-1991-29;BURGE ST 1:36 HABLINGBO
M-1991-31;MALLGèRDS 1:28 LEVIDE
M-1991-33;VERKEGèRDS 1:28 FèRô
M-1991-34;RAGNSTéDE 3:22 TOFTA
M-1991-35;SIBBJéNS 1:26 VAMLINGBO
M-1991-36;SUDERBYS 1:44 HEJDEBY
M-1991-37;BOTE 1:1 NéR
M-1991-38;RUTE 1:2 RUTE
M-1991-40;GERETE 2:1 FARDHEM
M-1991-41;EKEBYS 1:40 STENKYRKA
M-1991-43;RYFTES LA 2:1 FOLE
M-1991-44;NYGèRDS 1:8 KRéKLINGBO
M-1991-46;VIKENS LA 1:15 VIKENS SA 1:18
M-1991-49;LICKEDARVE 2:1 LéRBRO
M-1991-50;ROSENDAL 1:23 FOLLINGBO
M-1991-57;BOTE 1:1 NéR
M-1991-58;éNGGèRDE 1:18 ANGA
M-1991-60;SKOTE 1:12 LOJSTA
M-1991-63;KVINNEGèRDA 1:22 HAVDHEM
M-1991-65;UTBUNGE 1:26 BUNGE
M-1991-66;PRéSTGèRDEN 1:9 EKSTA
M-1991-68;BJéRS 1:3 VéSTERHEJDE
M-1991-69;KROKS 1:48 TOFTA
M-1991-72;ALSARVE 3:1 KAUPUNGS 6:1 ARD
M-1991-73;GUMBALDE 1:2 STèNGA
M-1991-75;LANSA 1:21 FèRô
M-1991-76;HALLDINGS 2:1 DEL AV HEMSE
M-1991-77;NORRGèRDE 1:19 OCH 1:61 ROMAK
M-1991-78;SALLMUNDS 1:4 HAMRA
M-1991-79;GARTARVE 4:1 LJUGARN
M-1991-80;KVINNEGèRDA 1:22 HAVDHEM
M-1991-81;UNGHANSE 1:97 ESKELHEM
M-1991-82;LILLèKRA 1:46 BARLINGBO
M-1991-83;PRéSTGèRDEN 1:1 KéLLUNGE
M-1991-84;STENGRINDE 1:78 HELLVI
M-1991-85;IRE 1:189 HANGVAR
M-1991-86;IRE 1:189 HANGVAR
M-1991-87;IRE 1:189 HANGVAR
M-1991-88;LEVIDE 1:40 VALL
M-1991-90;SMèGèRDE 1:5 PENSIONAT TOFTA
M-1991-91;FLENVIKE 1:91 HANGVAR
M-1991-93;KROKSTéDE 1:38 TOFTA
M-1991-95;VARBOS ST 1:36 SANDA
M-1991-96;SMISS 1:21 GANTHEM
M-1991-97;STENGRINDE 1:78 HELLVI
M-1991-102;GANDARVE 1:2 DALHEM
M-1991-103;GARTARVE 1:19 GAMMELGARN
M-1991-104;IHRE 1:58 HANGVAR
M-1991-105;S:T BLéSNUNGS 1:64 VéSKINDE
M-1991-106;KLINTS 1:22 (DEL AV) GAMMELGA
M-1991-107;FRéNDARVE 1:12 STENKUMLA
M-1991-108;HAJSTéDE 1:21 EKSTA
M-1991-109;THOMASE 1:50 ARDRE
M-1991-111;HéGUR 1:13 EKSTA
M-1991-112;SKOGS 1:15 HEJDE
M-1991-113;STENSTUGU 1:20 FRôJEL
M-1991-114;DUCKARVE 1:10 LINDE
M-1991-115;ROMAKLOSTER 1:50 ROMA
M-1991-116;LAUTERS 1:35 FèRô
M-1991-117;èKRA 1:30 SJONHEM
M-1991-118;GARTARVE 1:43 GAMMELGARN
M-1991-121;IHRE 1:58 HANGVAR
M-1991-122;LILLèKRE 1:46 DEL AV BARLINGB
M-1991-125;KRUSE STORA 1:22 ALVA
M-1991-126;NORE 1:48 VAMLINGBO
M-1991-127;VESTôôS 1:14 HALL
M-1991-128;GARTARVE 4:1 ARDRE
M-1991-129;EKESE 1:28 ARDRE
M-1991-130;FRéNDARVE 1:12 (DEL AV) STENK
M-1991-131;KAUPUNGS 1:42 ARDRE
M-1991-133;BJéRS 1:3 VéSTERHEJDE
M-1991-135;EKESKOGS 3:1 NORRLANDA
M-1991-136;KAUNGS 1:12 VéSKINDE
M-1991-137;ALE 1:42 RUTE
M-1991-143;BJéRGES 3:1 EKSTA
M-1991-144;SKOGBY 4:1 DEL AV GAMMELGARN
M-1991-145;AUDUNGS 1:15 BUNGE
M-1991-147;NORS 1:20 FLERINGE
M-1991-150;NORRKVIE 1:35 (DEL AV) GRôTLIN
M-1991-152;SANDARVE 1:8 FARDHEM
M-1991-154;JAKSARVE 2:1 1:16 RONE
M-1991-155;BLéSNUNGS ST 1:140 1:141 VéS
M-1991-158;RYFTES LILLA 2:1 FOLE
M-1991-159;IRE 1:198 HANGVAR
M-1991-160;PRéSTGèRDEN 1:4 HôRSNE
M-1991-161;HALLEGèRDA 1:46 HALLA
M-1991-163;KLINTEGèRDA 1:45 (DEL AV) VéS
M-1991-164;LILLèKRE 1:46 BARLINGBO
M-1991-165;MARPES 1:9 FèRô
M-1991-166;ANER 1:9 LOKRUME
M-1991-168;RANGSARVE 1:18 ALVA
M-1991-169;KINNER 1:70 (DEL AV) LUMMELUND
M-1991-170;STENGèRDE 1:1 TOFTA
M-1991-171;ALANDS 1:6 HOGRéN
M-1991-172;BOTVIDE 1:71 SANDA
M-1991-173;NéRS 1:356 SLITE
M-1991-174;BOTE 1:1 1:3 NéR
M-1991-177;BENGTS 1:26 ôSTERGARN
M-1991-186;NéRS 1:27 OTHEM
M-1991-188;ôSTERLINGS 1:2 STèNGA
M-1991-190;MALLGèRDS 1:11 LEVIDE
M-1991-192;HAGEBY 1:59 ETELHEM
M-1991-197;KINNER 1:70 (DEL AV) LUMMELUN
M-1991-199;FJéLLS LILLA 1:25 ENDRE
M-1991-200;DUCKER 1:58 BUNGE
M-1991-201;FRIGSARVE 1:17 STèNGA
M-1991-202;NYGRANNE 1:29 (DEL AV) FIDE
M-1991-203;LAUTER 1:35 FèRô
M-1991-204;BROE 1:78 HALLA
M-1991-206;STENKYRKEHUK 2:17 STENKYRKA
M-1991-207;GANNOR 1:8 LAU
M-1991-208;TOMSARVE 1:16 HOGRéN
M-1991-209;LAUTERS 1:122 FèRô
M-1991-210;STENKYRKEHUK 2:17 STENKYRKA
M-1991-214;HEMMUNGS 1:12 HELLVI
M-1991-215;GISLE 1:83 ôJA
M-1991-218;ENDREGèRDA STORA 1:14 M FL EN
M-1991-219;GARTARVE 1:33 TINGSTéDE
M-1991-221;SNôGRINDE 1:8 KLINTE
M-1991-223;BROUNGS 1:49 BUNGE
M-1991-224;MULDE 1:44 FRôJEL
M-1991-226;SLéTTFLISHAGE 4:1 (DEL AV) FO
M-1991-227;KAUPUNGS 1:42 ARDRE
M-1991-230;KYRKJUVES 1:41 VéNGE
M-1991-232;RèGèKRA 2:1 KRéKLINGBO
M-1991-233;DUCKER 2:1 BUNGE
M-1991-237;FARDARVE 1:72 RUTE
M-1991-242;PRéSTGèRDEN 1:31 VéSKINDE
M-1991-243;PRéSTGèRDEN 1:26 VéSKINDE
M-1991-244;HALSGèRDE 1:45 (DEL AV) ARDRE
M-1991-245;PRéSTGèRDEN 1:9 EKSTA
M-1991-246;KLINTE 1:55 GAMMELGARN
M-1991-247;SMISS 1:27 GANTHEM
M-1991-248;SMISS 1:27 GANTHEM
M-1991-249;PRéSTGèRDEN 2:1 ENDRE
M-1991-250;GUMBALDE 1:2 STèNGA
M-1991-251;HAMMARS 1:7 NORRLANDA
M-1991-254;FRIGGSARVE 1:17 STèNGA
M-1991-255;BOTVIDE 1:24 SANDA
M-1991-256;HINSER 1:32 GOTHEM
M-1991-260;NéS ANNEX 1:2 NéS
M-1991-263;ROFINDS 1:6 (DEL AV) HAMRA
M-1991-264;BOMUNDS 1:11 NéR
M-1991-265;DUCKER 1:58 BUNGE
M-1991-266;VéSTLANDS 1:39 VAMLINGBO
M-1991-268;RANGSARVE 1:29 NéS
M-1991-269;NYGèRDS 1:296 VéSTERHEJDE
M-1991-270;KAMBS 1:49 LUMMELUNDA
M-1991-271;NéS ANNEX 1:2 NéS
M-1991-272;LAUKS 1:7 LOKRUME
M-1991-273;BROSKOGS 1:14 FèRô
M-1991-278;AJSARVE 1:7 LEVIDE
M-1991-281;RANGSARVE 1:29 NéS
M-1991-282;RINGVIDE 1:51 (F D 2:1) VéSKI
M-1991-283;AJSARVE 1:7 LEVIDE
M-1991-284;PRéSTGèRDEN 1:1 SANDA
M-1991-285;PRéSTGèRDEN 1:10 ESKELHEM
M-1991-286;KéBBE 3:1 (DEL AV) EKSTA
M-1991-287;REMBS 1:6 VAMLINGBO
M-1991-288;MOJNER 1:53 BOGE
M-1991-289;KAUPE 1:3 FRôJEL
M-1991-290;LEKARVE 1:66 1:67 SANDA
M-1991-291;KVIE 1:23 EKSTA
M-1991-292;HALLFOSE 1:6 DALHEM
M-1991-293;SKOGBY 4:1 (DEL AV) GAMMALGAR
M-1991-294;BURS 1:16 (DEL AV) KéLLUNGE
M-1991-295;KLINTS 1:22 GAMMELGARN
M-1991-296;KLINTS 1:22 GAMMELGARN
M-1991-297;KINNER 1:71 LUMMELUNDA
M-1991-299;RANGSARVE 1:18 ALVA
M-1991-300;KéNNUNGS 1:42 HELLVI
M-1991-302;BèTARE 1:6 GOTHEM
M-1991-303;BôLUNGS 1:3 KéLLUNGE
M-1991-304;SLUMRE 1:19 VALLSTENA
M-1991-306;SNAUSARVE 6:5 SILTE
M-1991-308;LUNDS 1:2 HANGVAR
M-1991-309;ôVERSTEKVARN 1:40 LUMMELUNDA
M-1991-310;STENGRINDE 1:37 HELLVI
M-1991-311;NORRVANGE 1:24 LéRBRO
M-1991-312;ROSENDAL 1:2 NORRBYS 1:20 FO
M-1991-313;MICKELBYS 1:25 GERUM
M-1991-318;èKRE 1:30 SJONHEM
M-1991-319;BRINGES 1:30 VéNGE
M-1991-320;VIVUNGS 1:36 VéNGE
M-1991-321;KLINTE 1:55 GAMMELGARN
M-1991-322;BOTELS 1:8 1:5 LOJSTA
M-1991-323;MIKELS 1:5 VAMLINGBO
M-1991-324;LAXARVE 1:35 BOGE
M-1991-325;LINDARVE 2:1 (LOTTEN A) EKEBY
M-1991-326;LINDARVE 2:1 (LOTT A) EKEBY
M-1991-327;BôLUNGS 1:13 KéLLUNGE
M-1991-328;RINGVIDE 1:51 (FD 2:1) VéSKIN
M-1991-329;BONDARVE 1:17 GULDRUPE
M-1991-331;PUTTERSJAUS 1:29 RUTE
