Diarienummer;Sökbegrepp;Fastighet;Fnr
M-1994-1452;BRINGES 1:30 NICKARVE 1:25 1:26 VÄNGE;;
M-1995-401;BRINGSARVE 1:54 ESKELHEM/BN 950129;;
M-1991-2177;BRINGSARVE 1:59 1:68 SANDA;;
M-1994-2049;BRINKEN;;
M-1995-2417;BRISSUND BADSTRAND;;
M-1994-1047;BRISSUND VÄSKINDE;;
M-1989-1627;BRISUNDSBODEN VÄSKINDE;;
M-1994-77;BRO;;
M-1994-207;BRO;;
M-1994-317;BRO;;
M-1994-980;BRO;;
M-1994-1122;BRO;;
M-1998-87;BRO;;
M-1998-818;BRO;;
M-1998-960;BRO;;
M-1999-544;BRO;;
M-1999-829;BRO;;
M-1999-1865;BRO;;
M-1999-2593;BRO;;
M-2000-1019;BRO;;
M-1998-827;BRO ANEXEN;;
M-1990-2309;BRO ANNEX 1:5 (DEL AV) BRO;;
M-1996-511;BRO ANNEXEN;;
M-1992-671;BRO BILSKROT;;
M-1997-308;BRO BILSKROT;;
M-2010-1583;BRO EKES 1 : 29;;
M-1996-16;BRO GRUSTAG;;
M-1997-1082;BRO HALNER 1:21 - 1:25;;
M-1999-566;BRO KROKS 1:24 , LOKRUME KROKS 1:9, 1:10;;
M-1992-1503;BRO SOPTIPP;;
M-2008-4989;BRO STENSTUGU 1:14 OCH 1:23;;
M-1997-181;BRO TINGSBROGÅRDEN;;
M-2000-2972;BRO TUER;;
M-2000-34;BRO ÅBY;;
M-1996-2152;BRO ÅBY 1:24 L:A;;
M-1994-1893;BROA 1:105 FÅRÖ/BN 940721;;
M-1993-805;BROA 1:106 OCH 1:107 FÅRÖ;;
M-1989-1401;BROA 1:30 (1:80) FÅRÖ;;
M-1994-716;BROA 1:44 FÅRÖ/BN 940254;;
M-1990-1442;BROA 1:45 (DEL AV) FÅRÖ;;
M-1990-1470;BROA 1:45 (DEL AV) FÅRÖ;;
M-1995-119;BROA 1:55 FÅRÖ/BN 950027;;
M-1993-1706;BROA 1:59 FÅRÖ/ BN 930778;;
M-1989-859;BROA 1:65 1:67 FÅRÖ;;
M-1992-1388;BROE 1:10, 1:31 NORRLANDA;;
M-1989-2073;BROE 1:20 1:16 HALLA;;
M-1994-145;BROE 1:30 NORRLANDA/BN 930993;;
M-1992-1864;BROE 1:31, 1:10 NORRLANDA;;
M-1989-1979;BROE 1:80 HALLA (GÖTA PETTER);;
M-1989-1884;BROE HALLA;;
M-1990-1581;BROSKOGS 1:24 1:25 FÅRÖ;;
M-1993-625;BROUNGS 1:96 (DEL AV) BUNGE;;
M-1993-2009;BROUNGS 1:96 (DEL AV) BUNGE;;
M-1994-1251;BROUNGS 1:96 BUNGE BN:94.5126;;
M-1993-1709;BROUNGS 3:1 BUNGE/BN 930660;;
M-1989-320;BROUNGS ENSK VATTENVERK FÅRÖS;;
M-1991-357;BRYGGERIDEPÅ I VISBY.;;
M-1994-1610;BRYUNGS VALL;;
M-1989-2370;BUDGET 1990;;
M-1998-2418;BULLER 1998;;
MHN-2018-3695;Buller från byggarbete (spettning);;
M-1994-71;BUNGE;;
M-1994-893;BUNGE;;
M-1994-1971;BUNGE;;
M-1994-2309;BUNGE;;
M-1995-388;BUNGE;;
M-1995-414;BUNGE;;
M-1995-629;BUNGE;;
M-1995-762;BUNGE;;
M-1995-813;BUNGE;;
M-1995-1528;BUNGE;;
M-1995-1689;BUNGE;;
M-1995-1731;BUNGE;;
M-1996-342;BUNGE;;
M-1996-1192;BUNGE;;
M-1997-1795;BUNGE;;
M-1997-2474;BUNGE;;
M-1997-2521;BUNGE;;
M-1997-2715;BUNGE;;
M-1997-2719;BUNGE;;
M-1997-2847;BUNGE;;
M-1997-2984;BUNGE;;
M-1998-3143;BUNGE;;
M-1998-3250;BUNGE;;
M-1999-130;BUNGE;;
M-1999-1453;BUNGE;;
M-1999-2668;BUNGE;;
M-2000-2015;BUNGE;;
M-2000-2308;BUNGE;;
M-2000-3693;BUNGE;;
M-2006-1617;BUNGE;;
M-2009-2788;BUNGE;;
M-2009-2794;BUNGE;;
M-2010-1405;BUNGE;;
M-1991-783;BUNGE BAGARN BUNGE;;
M-2000-825;BUNGE BROUNGS;;
M-1999-107;BUNGE BUNGEHALLEN;;
M-2006-2402;BUNGE BUNGENÄS;;
M-2006-3027;BUNGE BUNGENÄS;;
M-1999-532;BUNGE BUNNE;;
M-1997-2161;BUNGE DUCKER 1:49 1:50 1:53;;
M-1997-2159;BUNGE FÅRÖSUND;;
M-1998-622;BUNGE FÅRÖSUND;;
M-1998-1289;BUNGE FÅRÖSUND;;
M-1998-2328;BUNGE FÅRÖSUND;;
M-1998-2352;BUNGE FÅRÖSUND;;
M-1998-2671;BUNGE FÅRÖSUND;;
M-1998-3114;BUNGE FÅRÖSUND;;
M-1999-2289;BUNGE FÅRÖSUND;;
M-2000-184;BUNGE FÅRÖSUND;;
M-2000-2183;BUNGE FÅRÖSUND;;
M-2000-3002;BUNGE FÅRÖSUND;;
M-1999-1550;BUNGE FÅRÖSUND - BROA;;
M-1999-646;BUNGE FÅRÖSUND AVLOPPSRENINGSVERK;;
M-2000-1207;BUNGE FÅRÖSUND AVLOPPSRENINGSVERK;;
M-1998-350;BUNGE FÅRÖSUND OCH BROA;;
M-2000-2709;BUNGE FÅRÖSUND STRANDGÅRDEN;;
M-1998-965;BUNGE FÅRÖSUNDS AVLOPPSRENINGSVERK;;
M-1999-2219;BUNGE FÅRÖSUNDS HAMN;;
M-1999-1858;BUNGE FÅRÖSUNDS MARINA;;
M-1999-2614;BUNGE KA3;;
M-1998-354;BUNGE KARLIS BURGER;;
M-2000-2524;BUNGE KARLIS BURGER FÅRÖSUND;;
M-1996-869;BUNGE KRONHAGEN 3:2 BUNGENÄS 1:2 HAU 1:3;;
M-1997-2970;BUNGE SAMHALL;;
M-1996-1738;BUNGE SANDVIKEN;;
M-1999-2774;BUNGE STRÅ HAMN;;
M-2008-6459;BUNGE STUCKS 1:175 - FÅRÖ BROSKOGS 1:24;;
M-1996-244;BUNGE STUCKS 1:78 1:87;;
M-1997-699;BUNGE STUCKS 1:78 1:87;;
M-1998-2851;BUNGE STUX 1:112 OCH 1:360;;
M-2000-2035;BUNGE STUX 1:196 OCH 1:220;;
M-1998-1209;BUNGE SUDERSANDS GÄSTGIVERI;;
M-1998-640;BUNGE ÄNGE 1:48/1:43/1:46/1:44;;
M-1990-1166;BUNGEGÅRDEN AB;;
M-1990-1703;BUNGEHALLEN BUNGE;;
M-1990-1829;BUNGEHALLEN BUNGE;;
M-1991-623;BUNGEHALLEN BUNGE;;
M-1994-860;BUNGEVIKEN BUNGE/940334;;
M-1991-139;BUNGEVIKENS FRITIDSANLÄGGN BU;;
M-1989-2327;BURGE 1:134 (DEL AV) LUMMELUN;;
M-1989-2328;BURGE 1:134 (DEL AV) LUMMELUN;;
M-1989-2329;BURGE 1:134 (DEL AV) LUMMELUN;;
M-1989-2330;BURGE 1:134 (DEL AV) LUMMELUN;;
M-1989-2331;BURGE 1:134 (DEL AV) LUMMELUN;;
M-1990-708;BURGE 1:134 (DEL AV) LUMMELUN;;
M-1991-833;BURGE 1:56 (DEL AV) RONE;;
M-1991-921;BURGE 1:56 (DEL AV) RONE;;
M-1991-939;BURGE 1:56 (DEL AV) RONE;;
M-1994-2491;BURGE 1:7 OCH 1:9 EKSTA;;
M-1994-550;BURGE EKSTA;;
M-1995-1396;BURGE EKSTA;;
M-1991-119;BURGE GÅRD LUMMELUNDA;;
M-1990-1922;BURGE L:A 1:7 HABLINGBO;;
M-1989-1502;BURGE LUMMELUNDA VISBY;;
M-1991-705;BURGE RONE;;
M-1994-205;BURGE RONE;;
M-1993-396;BURGSVIK;;
M-1994-437;BURGSVIK;;
M-1994-855;BURGSVIK;;
M-1994-1123;BURGSVIK;;
M-1997-2165;BURGSVIK;;
M-1997-2743;BURGSVIK;;
M-1997-2846;BURGSVIK;;
M-1997-3068;BURGSVIK;;
M-1998-1679;BURGSVIK;;
M-1999-1951;BURGSVIK;;
M-1999-2517;BURGSVIK;;
M-1995-714;BURGSVIK AVLOPPSR VERK;;
M-1994-669;BURGSVIK AVLOPPSRENINGSVERK;;
M-1997-1000;BURGSVIK AVLOPPSRENINGSVERK;;
M-1996-197;BURGSVIK BOBBENARVE 2:2 OCKES 1:72;;
M-1997-2461;BURGSVIK BOCKSTIGEN-VALAR;;
M-1997-1046;BURGSVIK BOTTARVEGÅRDEN;;
M-1998-686;BURGSVIK FIDENÄS CAMPING & PUB;;
M-1998-784;BURGSVIK GALLERI SUDER;;
M-1998-37;BURGSVIK GOTLANDSKRÖGARN;;
M-1995-175;BURGSVIK HAMN 1:1 ÖJA/BN 950051;;
M-1999-2287;BURGSVIK HAMNEN;;
M-1990-828;BURGSVIKEN;;
M-1996-1221;BURGSVIKS 1 A 181 AVLOPPSR VERK;;
M-1998-983;BURGSVIKS AVLOPPSRENINGSVERK;;
M-1998-1518;BURGSVIKS AVLOPPSRENINGSVERK;;
M-1993-1888;BURGSVIKS HAMN 1:1 ÖJA/BN 930873;;
M-1998-2004;BURGSVIKS HAMN/FOLKERYDS KOND.;;
M-1990-400;BURMEISTER 2 (REST ACACIA) VI;;
M-1995-1638;BURMEISTER 4 OCH 5 VISBY;;
M-1995-1134;BURMEISTER 4, 5 VISBY;;
M-1990-2075;BURMEISTERSKA TRÄDGÅRDEN;;
M-1994-216;BURS;;
M-1994-432;BURS;;
M-1995-302;BURS;;
M-1996-484;BURS;;
M-1997-2581;BURS;;
M-1997-2690;BURS;;
M-1998-2795;BURS;;
M-1998-3149;BURS;;
M-1999-333;BURS;;
M-1999-1597;BURS;;
M-1999-2206;BURS;;
M-1999-2691;BURS;;
M-2000-1460;BURS;;
M-2000-1570;BURS;;
M-2000-1700;BURS;;
M-2000-3711;BURS;;
M-1989-2435;BURS 1:16 (DEL AV) KÄLLUNGE;;
M-1991-294;BURS 1:16 (DEL AV) KÄLLUNGE;;
M-1990-2424;BURS 1:46 (DEL AV) KÄLLUNGE;;
M-1998-2459;BURS AMMUNDS 1:5 SKIFTE 2;;
M-1996-1222;BURS AVLOPPSR VERK;;
M-1997-1001;BURS AVLOPPSRENINGSVERK;;
M-1998-992;BURS AVLOPPSRENINGSVERK;;
M-1999-675;BURS AVLOPPSRENINGSVERK;;
M-2000-1213;BURS AVLOPPSRENINGSVERK;;
M-2000-1368;BURS BANDELUNDA 1:16, 1:18, 1:19;;
M-1998-1318;BURS BONDARVE SAMF MARK;;
M-1999-272;BURS BONDARVE SAMF.MARK;;
M-2009-2789;BURS GAJBJENNE;;
M-1998-2225;BURS GAJBJÄNNE;;
M-1997-2769;BURS GAJBJÄNNE 1:11 O 1:12;;
M-2000-1723;BURS GAJBJÄNNE 1:19/GAJBJÄNNE 1:21;;
M-1998-239;BURS GALTUNGS SAMF.MARK;;
M-1998-2924;BURS GLÄVES;;
M-1996-2129;BURS GLÄVES 1:19 L:A;;
M-1998-2798;BURS HEFFRIDE 1:6 - 1:9;;
M-1999-80;BURS HERTA;;
M-1999-1608;BURS HERTA;;
M-1999-1642;BURS HERTA;;
M-1997-577;BURS HERTA FISKELÄGE;;
M-1999-2658;BURS HÖRTE HAMN;;
M-2008-2077;BURS KVIE TOMT 1:7 OCH 1:9;;
M-1996-1400;BURS KÄLLUNGE;;
M-1996-307;BURS KÄRNA 1:74 (1:26);;
M-2000-2530;BURS KÄRNE 1.50;;
M-2000-1969;BURS KÄRNE 1:68 OCH 1:69;;
M-1996-308;BURS KÄRNE 1:74 (1:26);;
M-2000-1425;BURS KÄRNE 1:79, 1.69, 1:68;;
M-2000-3903;BURS LINDARVE;;
M-1996-718;BURS LJUGENÄS 1:2 2:1 ALANDS 1:13;;
MHN-2016-601;BURS SIGDES 1 :40;;
M-2005-2446;BURS SIGDES 1: 35, 1:43;;
M-1996-1044;BURS SINARVE 1:7 L:A;;
M-1993-132;BURS VATTENVERK 1V 321;;
M-1998-2601;BURS ÄNGE;;
M-1997-1891;BURS ÄNGES;;
M-1996-1396;BURS ÄNGES SAMFÄLLD MARK;;
M-1997-486;BURS ÄNGES SAMFÄLLD MARK;;
M-1997-498;BURS ÄNGES SAMFÄLLD MARK;;
M-1998-3142;BURS/RONE;;
M-1997-1044;BURSVIK FIDENÄS CAMPING OCH PUB;;
M-1995-4;BUSARVE 1:10 BARLINGBO/BN 941069;;
M-1989-2417;BUSARVE 1:3 (DEL AV) (EV 1:4);;
M-1994-1622;BUTER VÄSKINDE;;
M-1990-200;BUTER VÄSKINDE (BRISSUND);;
M-1990-48;BUTERS 1:23 1:27 HOGRÄN;;
M-1990-2288;BUTERS 1:25 1:27 HOGRÄN;;
M-1990-992;BUTLEKS 1:30 (DEL AV) FÅRÖ;;
M-1990-1270;BUTLEKS 1:38 (DEL AV) FÅRÖ;;
M-1995-345;BUTRAJVS 1:35 ARDRE/BN 950104;;
M-1994-1802;BUTTER 1:42 (1:33) VÄSKINDE BN:940704;;
M-1994-1660;BUTTER 1:45-1:47 VÄSKINDE;;
M-1990-1269;BUTTER 6:1 (DEL AV) VÄSKINDE;;
M-1991-811;BUTTER 6:1 (DEL AV) VÄSKINDE;;
M-1993-734;BUTTER 6:1 (DEL AV) VÄSKINDE;;
M-1991-1174;BUTTER 6:1 VÄSKINDE (AVST);;
M-1993-273;BUTTER 6:1 VÄSKINDE (DEL AV);;
M-1993-1512;BUTTER 6:1 VÄSKINDE BN/930677;;
M-1993-1513;BUTTER 6:1 VÄSKINDE BN/930678;;
M-1990-1857;BUTTER 6:9 VÄSKINDE ALT 1;;
M-1990-1858;BUTTER 6:9 VÄSKINDE ALT 2;;
M-1995-348;BUTTER VÄSKINDE;;
M-1995-288;BUTTLE;;
M-1997-1094;BUTTLE;;
M-1998-2760;BUTTLE;;
M-1999-927;BUTTLE;;
M-1999-1015;BUTTLE;;
M-1999-2077;BUTTLE;;
MHN-2017-1219;BUTTLE ALTAIME;;
M-2000-415;BUTTLE ALTHAJME;;
M-1999-1322;BUTTLE ALTHEIME;;
M-2000-755;BUTTLE NYGÅRDS 1.28;;
M-1997-1284;BUTTLE VELINGE ST;;
M-2000-3280;BUTTLE ÖSTERBY 4:1 / KRÄKLINGBO HISTILLES 2:1;;
M-1989-2044;BUTTLEGÅRDA 1:13 1:82 BUTTLE;;
M-1995-799;BYSEN TOFTA;;
M-1989-972;BÅTARVE 6.38 GOTHEM;;
M-1994-2045;BÅTEN VISBY/BN 940785;;
M-1991-419;BÅTICKE LISTE NORRLANDA;;
M-1989-2275;BÄCKS 1:15 1:19 ENDRE;;
M-1993-1061;BÄCKS 1:19 1:21 ENDRE;;
M-1995-315;BÄCKS 1:19 OCH 1:21 ENDRE;;
M-1994-4;BÄCKS 1:20 ENDRE/BN 930898;;
M-1994-996;BÄCKS 1:28 ENDRE/BN 940355;;
M-1994-2292;BÄCKS 2:1 HANGVAR/BN 940933;;
M-1994-1808;BÄCKS ENDRE;;
M-1995-946;BÄCKS ENDRE;;
M-1994-2405;BÄCKS VÄTE;;
M-1989-2600;BÄCKSTRÖMSVÄG 11 17 BURGSVIK;;
M-2000-1764;BÄL BÄLGÅKER 1:1/UPPUSE 1:19;;
M-2000-585;BÄL GUTE 1:66 & 1:53;;
M-1992-469;BÄLS L:A 2:1 BÄL;;
M-1989-1525;BÖLSKE 1:19 (DEL AV) EKE;;
M-1994-396;BÖLSKE 3:3 EKE/BN 940146;;
M-1996-1912;CAFÉ BJÖRKSTUGAN;;
M-1989-722;CAFÉ BURS;;
M-1989-719;CAFÉ FATTIGSTUGAN HAMRA KROG;;
M-1989-28;CAFÉ FRIGGÅRDS FÅRÖ;;
M-1990-904;CAFÉ FRIGGÅRDS FÅRÖ;;
M-1990-981;CAFÉ FRIGGÅRDS FÅRÖ;;
M-1991-772;CAFÉ I CAN'T BELIEVE IT'S YOUG;;
M-1991-422;CAFE INGA FÅRÖ;;
M-1989-814;CAFÉ KALVSKINNSHUSET AB;;
M-1991-944;CAFÉ KOFTAN VAMLINGBO;;
M-1991-17;CAFÉ KRINGLAN;;
M-1989-2183;CAFÉ KRINGLAN HB VISBY;;
M-1990-1012;CAFÉ KRINGLAN VISBY;;
M-1990-2134;CAFÉ KRINGLAN VISBY;;
M-1991-711;CAFÉ KRINGLAN VISBY;;
M-1990-1536;CAFÉ KRUBBAN (VISBY TRAVBANA);;
M-1990-785;Cafe Magasinet;;
M-1990-1290;CAFÉ MAGASINET ALA;;
M-1989-1486;CAFÉ NEUFF;;
M-1993-440;CAFÉ REGNBÅGEN VISBY;;
M-1990-1745;CAFÉ RINGMUREN HB VISBY;;
M-1990-391;CAFE RINGMUREN VISBY;;
M-1990-1338;CAFE RINGMUREN VISBY;;
M-1990-2432;CAFÉ RINGMUREN VISBY;;
M-1989-682;CAFÉ RYSKA GÅRDEN VISBY;;
M-1989-891;CAFÉ RYSKA GÅRDEN VISBY;;
M-1990-2237;CAFÉ RYSKA GÅRDEN VISBY;;
M-1990-790;Café Skansen;;
M-1990-1107;CAFÉ SOLKLINT KLINTEHAMN;;
M-1991-777;CAFÉ SOLKLINT KLINTEHAMN;;
M-1997-2058;CAFÉ STRANDPORTEN;;
M-1989-181;CAFÉ TRIANGELN (KYRKOG 4) VIS;;
M-1990-1566;CAFÉ VALVET SLITE;;
M-1995-2386;CAPPUCHINOBAREN VISBY;;
M-1994-2324;CASTOR VISBY;;
M-1989-2649;CEDEGRENS MEK VERKSTAD KLINTE;;
M-1992-982;CEMENTA;;
M-1992-983;CEMENTA;;
M-1991-766;CEMENTA AB SLITE;;
M-1993-1725;CEMENTA AB SLITE;;
M-1991-1909;CEMENTA SLITE;;
M-1989-305;CEMENTA SLITEFABRIKEN;;
M-1994-1836;CENTERN VISBY;;
M-1990-1809;CENTRALA KLINTEHAMN;;
M-1995-2219;CHESS RESTAURANG;;
M-1990-2399;CLEMATISHUSET VISBY;;
M-1989-276;CRAZY CORNER VISBY;;
M-1994-1038;CYPRESSEN 15 VISBY/BN 940395;;
M-1994-1128;CYPRESSEN 15 VISBY/BN 940438;;
M-1993-1658;CYPRESSEN 8 VISBY BN/930721;;
M-1993-1546;CYPRESSEN VISBY;;
M-1989-2075;DAGHEM LÄRBRO;;
M-1989-2693;DAGHEMMET BINGEBY;;
M-1989-2671;DAGHEMMET GLASMÄSTAREN VISBY;;
M-1990-2327;DAGHEMMET LYCKAN BURS;;
M-1995-305;DAGHEMMET PERSGRÄND VISBY;;
M-1994-1994;DALBO 1:45 NÄR/BN 940771;;
M-1989-298;DALHEM;;
M-1994-94;DALHEM;;
M-1994-310;DALHEM;;
M-1994-1044;DALHEM;;
M-1994-1875;DALHEM;;
M-1994-2047;DALHEM;;
M-1995-54;DALHEM;;
M-1995-1992;DALHEM;;
M-1996-527;DALHEM;;
M-1996-779;DALHEM;;
M-1996-2876;DALHEM;;
M-1996-3002;DALHEM;;
M-1997-1587;DALHEM;;
M-1997-2597;DALHEM;;
M-1998-61;DALHEM;;
M-1998-2658;DALHEM;;
M-1998-2923;DALHEM;;
M-1998-3232;DALHEM;;
M-1998-3242;DALHEM;;
M-1999-291;DALHEM;;
M-1999-1078;DALHEM;;
M-1999-1369;DALHEM;;
M-1999-2049;DALHEM;;
M-1999-2079;DALHEM;;
M-1999-2353;DALHEM;;
M-1999-2519;DALHEM;;
M-2000-139;DALHEM;;
M-2000-2378;DALHEM;;
M-2000-26;DALHEM;;
M-2000-3560;DALHEM;;
M-2000-1592;DALHEM ANDERBÅTELS 1:15/ANDERBÅTELS 1:16;;
M-1995-713;DALHEM AVLOPPSR VERK;;
M-1996-1223;DALHEM AVLOPPSR VERK;;
M-1994-657;DALHEM AVLOPPSRENINGSVERK;;
M-1997-1002;DALHEM AVLOPPSRENINGSVERK;;
M-1996-2209;DALHEM BJÖRKHAGA;;
M-2000-258;DALHEM BJÖRKHAGE 1:3 (BJÖRKHAGE 1 AVLOPPSANL);;
M-2000-257;DALHEM BJÖRKHAGE 1:3 (BJÖRKHAGE 2 AVLOPPSANL);;
M-1997-2584;DALHEM BJÖRKHAGE 1:3-1:7;;
M-1997-1203;DALHEM DUNE;;
M-1999-499;DALHEM GOTLANDIA AB;;
M-2000-2303;DALHEM GRANSKOGS ?;;
M-1996-2531;DALHEM HALLVEDE;;
M-1996-2259;DALHEM HALLVEDE 4:6/BN 960626;;
M-2000-1352;DALHEM HALLVIDE 1.36;;
M-1996-849;DALHEM HESSELBY;;
M-1998-2080;DALHEM HÄSSELBY;;
M-1998-3225;DALHEM MALMS 1:1 1:5;;
M-1996-21;DALHEM NYGÅRDS;;
M-1995-2663;DALHEM PANEL AB;;
M-1998-1153;DALHEM PRÄSTGÅRDEN 1:1 HÄSSELBY 1:9;;
M-1999-948;DALHEM PRÄSTGÅRDEN 1:1 HÄSSELBY 1:9;;
M-1996-366;DALHEM STALL DALHEM;;
M-1996-344;DALHEM VIDUNGE STENSTUGU 1:13 1:14;;
MHN-2016-4295;DALHEM VIDUNGE-STENSTUGU 1:13;;
M-2010-1300;DALHEM VIDUNGE-STENSTUGU 1:15;;
MHN-2011-4037;DALHEM VIDUNGE-STENSTUGU 1:15;;
MHN-2012-744;DALHEM VIDUNGE-STENSTUGU 1:5;;
MHN-2017-1825;DALHEM VIDUNGE-STENSTUGU 1:7;;
M-1998-964;DALHEMS AVLOPPSRENINGSVERK;;
M-1999-647;DALHEMS AVLOPPSRENINGSVERK;;
M-2000-1198;DALHEMS AVLOPPSRENINGSVERK;;
M-1989-1434;DALHEMS IDROTTSPLATS;;
M-1991-1106;DALHEMS PANEL;;
M-1991-953;DALHEMS PANEL AB ROMAKLOSTER;;
M-1993-2007;DALHEMS RENINGSVERK;;
M-1998-2321;DALHEMS RENINGSVERK;;
M-1990-2080;DALLAS REST & PIZZA HB;;
M-1992-1875;DALS LYE;;
M-1994-518;DAVIDE 1:10 GAMMELGARN/BN 940174;;
M-1993-1440;DAVIDE 1:16 GAMMELGARN 93.641;;
M-1990-2426;DAVIDE 1:19 (DEL AV) GAMMELGA;;
M-1994-1105;DBV;;
M-1990-762;DEL AV KROKSTÄDE 1:36 TOMT 53;;
M-1990-464;DEL AV STG 421 455 OCH LITT K;;
M-1989-562;DETALJPLAN;;
M-1989-2224;DINSE 1:13 1:14 1:15 EKSTA;;
M-2006-3089;DJUPVIK SANDHAMN;;
MHN-2014-3513;DJUPVIKSHAMN EKSTA;;
M-1989-516;DJURSKYDDSINSPEKTÖR;;
M-1990-1523;DJURSKYDDSLAGEN;;
M-1992-712;DJURTRANSPORTER;;
M-1994-274;DOMERARVE 1:41 GRÖTLINGBO BN:940073;;
M-1994-267;DOMERARVE 1:41 GRÖTLINGBO BN:940101;;
M-1996-1224;DOMERARVE AVLOPPSR VERK;;
M-1997-1003;DOMERARVE AVLOPPSRENINGSVERK;;
M-1992-1189;DOMERARVE L:A 2:1 HABLINGBO;;
M-1994-425;DOMHERREN HEMSE;;
M-1990-2450;DOMUS LIVS;;
M-1991-216;DOMUS LIVS;;
M-1990-2435;DOMUS LIVS VISBY;;
M-1993-1802;DONNERSGATAN;;
M-1990-1017;DONNERSKA HAGEN VISBY;;
M-1994-1065;DOVHJORTEN;;
M-1995-2372;DOVHJORTEN KV VISBY;;
M-1994-139;DOVHJORTEN VISBY;;
M-1994-468;DOVHJORTEN VISBY;;
M-1995-331;DOVHJORTEN VISBY;;
M-1989-2687;DOVHJORTEN9 ÖHMANS CAFÉ HB V;;
M-1991-1268;DRAKARVE 1:71 1:72 NÄS;;
M-1995-1201;DRAKARVE NÄS;;
M-1992-929;DRAKEN/DELFINEN VISBY;;
M-1994-840;DSS;;
M-1994-901;DSS;;
M-1994-993;DSS;;
M-1994-1101;DSS;;
M-1994-1161;DSS;;
M-1994-1198;DSS;;
M-1994-1199;DSS;;
M-1994-1200;DSS;;
M-1994-1209;DSS;;
M-1994-1308;DSS;;
M-1994-1315;DSS;;
M-1994-1335;DSS;;
M-1994-1361;DSS;;
M-1994-1401;DSS;;
M-1994-1460;DSS;;
M-1994-1502;DSS;;
M-1994-1546;DSS;;
M-1994-1581;DSS;;
M-1994-1582;DSS;;
M-1994-1605;DSS;;
M-1994-1621;DSS;;
M-1994-1624;DSS;;
M-1994-1708;DSS;;
M-1994-1796;DSS;;
M-1994-1811;DSS;;
M-1994-1828;DSS;;
M-1994-1866;DSS;;
M-1994-1924;DSS;;
M-1994-1978;DSS;;
M-1994-2068;DSS;;
M-1994-2071;DSS;;
M-1994-2090;DSS;;
M-1994-2160;DSS;;
M-1994-2182;DSS;;
M-1994-2183;DSS;;
M-1994-2226;DSS;;
M-1994-2234;DSS;;
M-1994-2323;DSS;;
M-1994-2495;DSS;;
M-1994-2537;DSS;;
M-1995-41;DSS;;
M-1995-89;DSS;;
M-1995-161;DSS;;
M-1995-182;DSS;;
M-1995-183;DSS;;
M-1995-184;DSS;;
M-1995-223;DSS;;
M-1995-236;DSS;;
M-1995-314;DSS;;
M-1995-473;DSS;;
M-1995-731;DSS;;
M-1995-888;DSS;;
M-1995-893;DSS;;
M-1995-894;DSS;;
M-1995-962;DSS;;
M-1995-1292;DSS;;
M-1995-1672;DSS;;
M-1995-1749;DSS;;
M-1995-1759;DSS;;
M-1995-1760;DSS;;
M-1995-1763;DSS;;
M-1995-1765;DSS;;
M-1995-1780;DSS;;
M-1995-1805;DSS;;
M-1995-1817;DSS;;
M-1995-1822;DSS;;
M-1995-1965;DSS;;
M-1995-1966;DSS;;
M-1995-2016;DSS;;
M-1995-2192;DSS;;
M-1995-2443;DSS;;
M-1995-2461;DSS;;
M-1995-2504;DSS;;
M-1995-2581;DSS;;
M-1995-2582;DSS;;
M-1995-2596;DSS;;
M-1995-2720;DSS;;
M-1992-1705;DUCKER 1:58 (D A) 1:61 BUNGE;;
M-1992-1740;DUCKER 1:58 (DEL AV) BUNGE;;
M-1989-65;DUCKER BUNGE;;
M-1990-2106;DUCKER BUNGE;;
M-1990-2107;DUCKER BUNGE;;
M-1993-833;DUNE 2.1 DALHEM;;
M-1990-503;DUNE DALHEM;;
M-1995-1886;DUNE DALHEM;;
M-1990-1429;DUSES LIVS HEMSE;;
M-1995-796;DUSES LIVS HEMSE;;
M-1990-1113;DUSS 1:13 1:7 BRO;;
M-1995-1033;DUSS BRO;;
M-1990-1112;DUVAN 5 DUVAN 6 HEMSE;;
M-1993-1553;DYPLE 1:12 TOFTA BN/930684;;
M-1993-1724;DYPLE 1:26 TOFTA/BN 930772;;
M-1993-1821;DÄMBA 1:28 FÅRÖ/BN 930689;;
M-1993-1820;DÄMBA 1:28 FÅRÖ/BN 930690;;
M-1994-104;DÄMBA 1:28 FÅRÖ/BN 930958;;
M-1990-1731;DÄMBA FÅRÖ;;
M-1993-731;DÄMBA FÅRÖ;;
M-1990-131;EARLY PEARLS (SVARVAREGATAN 8);;
M-1997-1941;ECO-CAFET;;
M-1993-1775;EDIVEL;;
M-1995-2540;EDIVEL AB;;
M-1995-2630;EDIVEL AB;;
M-1995-2662;EDIVEL AB;;
M-1995-2766;EDIVEL AB;;
M-2000-2664;EFFEKTIVARE LIVSMEDELSTILLSYN - REMISS;;
M-1993-954;EFFES BAR & PIZZERIA;;
M-1996-466;EKE;;
M-1997-542;EKE;;
M-1997-2565;EKE;;
M-1998-631;EKE;;
M-2000-2932;EKE;;
M-2000-93;EKE;;
M-1995-2297;EKE ALVESKOGSBACKEN;;
M-1999-1267;EKE DJUPKROKS FISKELÄGE;;
M-1991-1637;EKE FÅRÖ;;
M-1994-2033;EKE FÅRÖ;;
M-1990-2571;EKEBY;;
M-1995-433;EKEBY;;
M-1997-1188;EKEBY;;
M-1997-2128;EKEBY;;
M-1999-419;EKEBY;;
M-2000-475;EKEBY;;
M-1994-389;EKEBY 1:79 ESKELHEM/BN 940131;;
